日付,時間帯,商品カテゴリ,売上
2020-04-01,09:00:00,カフェ,900
2020-04-01,09:00:00,入場料,6600
2020-04-01,10:00:00,入場料,3400
2020-04-01,11:00:00,入場料,1800
2020-04-01,12:00:00,カフェ,1000
2020-04-01,13:00:00,入場料,600
2020-04-01,15:00:00,カフェ,900
2020-04-01,15:00:00,入場料,1200
2020-04-01,16:00:00,入場料,1800
2020-04-01,17:00:00,入場料,600
2020-04-02,09:00:00,入場料,1800
2020-04-02,10:00:00,カフェ,1800
2020-04-02,10:00:00,入場料,3000
2020-04-02,11:00:00,入場料,1800
2020-04-02,12:00:00,入場料,600
2020-04-02,13:00:00,カフェ,1200
2020-04-02,13:00:00,入場料,6600
2020-04-02,14:00:00,カフェ,1200
2020-04-02,14:00:00,入場料,1800
2020-04-02,15:00:00,カフェ,3100
2020-04-02,15:00:00,入場料,2400
2020-04-02,16:00:00,カフェ,600
2020-04-02,16:00:00,入場料,13400
2020-04-02,17:00:00,入場料,3300
2020-04-03,09:00:00,カフェ,2500
2020-04-03,09:00:00,入場料,1800
2020-04-03,10:00:00,入場料,600
2020-04-03,11:00:00,入場料,3000
2020-04-03,12:00:00,カフェ,4200
2020-04-03,12:00:00,入場料,4200
2020-04-03,13:00:00,カフェ,1800
2020-04-03,13:00:00,入場料,3600
2020-04-03,14:00:00,カフェ,1600
2020-04-03,14:00:00,入場料,7800
2020-04-03,15:00:00,カフェ,6500
2020-04-03,15:00:00,入場料,2400
2020-04-03,16:00:00,カフェ,4600
2020-04-03,16:00:00,入場料,3600
2020-04-03,18:00:00,入場料,3800
2020-04-04,09:00:00,カフェ,1000
2020-04-04,09:00:00,入場料,0
2020-04-04,10:00:00,カフェ,3600
2020-04-04,10:00:00,入場料,6000
2020-04-04,11:00:00,入場料,1800
2020-04-04,12:00:00,カフェ,3800
2020-04-04,12:00:00,入場料,6200
2020-04-04,13:00:00,カフェ,6100
2020-04-04,13:00:00,入場料,6000
2020-04-04,14:00:00,カフェ,5700
2020-04-04,14:00:00,入場料,9600
2020-04-04,15:00:00,カフェ,4600
2020-04-04,15:00:00,入場料,12000
2020-04-04,16:00:00,カフェ,9400
2020-04-04,16:00:00,入場料,6600
2020-04-04,17:00:00,入場料,600
2020-04-04,18:00:00,入場料,600
2020-04-05,09:00:00,入場料,1800
2020-04-05,10:00:00,入場料,3600
2020-04-05,11:00:00,カフェ,7200
2020-04-05,11:00:00,入場料,3000
2020-04-05,11:00:00,物販,1000
2020-04-05,12:00:00,入場料,2200
2020-04-05,13:00:00,カフェ,4400
2020-04-05,13:00:00,入場料,7200
2020-04-05,14:00:00,カフェ,1100
2020-04-05,14:00:00,入場料,1200
2020-04-05,15:00:00,カフェ,3300
2020-04-05,15:00:00,入場料,8800
2020-04-05,16:00:00,カフェ,2000
2020-04-05,16:00:00,入場料,3000
2020-04-05,17:00:00,入場料,1700
2020-04-05,17:00:00,物販,1320
2020-04-06,10:00:00,入場料,1800
2020-04-06,11:00:00,入場料,1800
2020-04-06,12:00:00,入場料,2400
2020-04-06,13:00:00,カフェ,1800
2020-04-06,13:00:00,入場料,7200
2020-04-06,14:00:00,カフェ,2400
2020-04-06,14:00:00,入場料,1800
2020-04-06,15:00:00,入場料,2400
2020-04-06,16:00:00,カフェ,1800
2020-04-06,16:00:00,入場料,0
2020-04-06,17:00:00,入場料,1300
2020-04-07,13:00:00,物販,3400
2020-04-10,15:00:00,カフェ,900
2020-04-18,13:00:00,入場料,1200
2020-04-24,14:00:00,カフェ,1200
2020-05-06,16:00:00,茶道,155000
2020-05-19,16:00:00,カフェ,400
2020-05-19,18:00:00,カフェ,1000
2020-05-20,15:00:00,カフェ,4800
2020-05-22,10:00:00,物販,1300
2020-05-22,12:00:00,入場料,1200
2020-05-22,13:00:00,入場料,600
2020-05-22,14:00:00,入場料,600
2020-05-22,15:00:00,入場料,1200
2020-05-22,17:00:00,イベント,200
2020-05-22,17:00:00,カフェ,600
2020-05-22,17:00:00,入場料,600
2020-05-22,18:00:00,入場料,600
2020-05-23,10:00:00,カフェ,3000
2020-05-23,10:00:00,入場料,3000
2020-05-23,11:00:00,イベント,400
2020-05-23,11:00:00,カフェ,1800
2020-05-23,11:00:00,入場料,1200
2020-05-23,12:00:00,イベント,800
2020-05-23,12:00:00,カフェ,2400
2020-05-23,12:00:00,入場料,1200
2020-05-23,13:00:00,入場料,2400
2020-05-23,15:00:00,入場料,2400
2020-05-23,16:00:00,カフェ,1800
2020-05-23,16:00:00,入場料,0
2020-05-23,17:00:00,イベント,2400
2020-05-23,17:00:00,カフェ,1200
2020-05-23,17:00:00,入場料,1200
2020-05-23,18:00:00,イベント,1000
2020-05-23,18:00:00,カフェ,3000
2020-05-23,18:00:00,入場料,5500
2020-05-23,18:00:00,物販,600
2020-05-24,09:00:00,イベント,1200
2020-05-24,09:00:00,カフェ,3600
2020-05-24,09:00:00,入場料,10800
2020-05-24,10:00:00,イベント,400
2020-05-24,10:00:00,カフェ,1200
2020-05-24,10:00:00,入場料,1200
2020-05-24,11:00:00,イベント,800
2020-05-24,11:00:00,カフェ,2400
2020-05-24,11:00:00,入場料,2400
2020-05-24,12:00:00,入場料,2400
2020-05-24,14:00:00,イベント,800
2020-05-24,14:00:00,カフェ,2400
2020-05-24,14:00:00,入場料,7200
2020-05-24,15:00:00,イベント,200
2020-05-24,15:00:00,カフェ,600
2020-05-24,15:00:00,入場料,1800
2020-05-24,16:00:00,イベント,400
2020-05-24,16:00:00,カフェ,1200
2020-05-24,16:00:00,入場料,1200
2020-05-25,09:00:00,イベント,600
2020-05-25,09:00:00,カフェ,1800
2020-05-25,09:00:00,入場料,3600
2020-05-25,09:00:00,物販,1800
2020-05-25,10:00:00,入場料,0
2020-05-25,12:00:00,イベント,200
2020-05-25,12:00:00,カフェ,600
2020-05-25,12:00:00,入場料,600
2020-05-25,13:00:00,入場料,1200
2020-05-25,14:00:00,入場料,1200
2020-05-25,14:00:00,物販,2620
2020-05-25,15:00:00,入場料,600
2020-05-25,16:00:00,入場料,600
2020-05-25,18:00:00,入場料,1200
2020-05-26,08:00:00,イベント,1400
2020-05-26,08:00:00,カフェ,4200
2020-05-26,08:00:00,入場料,4200
2020-05-26,09:00:00,入場料,600
2020-05-26,10:00:00,入場料,1200
2020-05-26,12:00:00,イベント,400
2020-05-26,12:00:00,カフェ,1200
2020-05-26,12:00:00,入場料,1200
2020-05-26,13:00:00,入場料,600
2020-05-26,15:00:00,物販,600
2020-05-26,17:00:00,入場料,1200
2020-05-27,09:00:00,入場料,100
2020-05-27,10:00:00,イベント,200
2020-05-27,10:00:00,カフェ,600
2020-05-27,10:00:00,入場料,6000
2020-05-27,11:00:00,イベント,400
2020-05-27,11:00:00,カフェ,1200
2020-05-27,11:00:00,入場料,1200
2020-05-27,13:00:00,イベント,200
2020-05-27,13:00:00,カフェ,600
2020-05-27,13:00:00,入場料,1800
2020-05-27,14:00:00,入場料,100
2020-05-27,15:00:00,イベント,800
2020-05-27,15:00:00,カフェ,2400
2020-05-27,15:00:00,入場料,5400
2020-05-27,15:00:00,物販,1200
2020-05-27,16:00:00,イベント,200
2020-05-27,16:00:00,カフェ,600
2020-05-27,16:00:00,入場料,600
2020-05-27,17:00:00,イベント,800
2020-05-27,17:00:00,カフェ,1800
2020-05-28,10:00:00,イベント,1000
2020-05-28,10:00:00,カフェ,3000
2020-05-28,10:00:00,入場料,4900
2020-05-28,10:00:00,物販,1200
2020-05-28,11:00:00,イベント,600
2020-05-28,11:00:00,カフェ,1800
2020-05-28,11:00:00,入場料,3000
2020-05-28,11:00:00,物販,600
2020-05-28,12:00:00,イベント,600
2020-05-28,12:00:00,カフェ,1800
2020-05-28,12:00:00,入場料,3600
2020-05-28,12:00:00,物販,600
2020-05-28,13:00:00,入場料,1200
2020-05-28,14:00:00,イベント,400
2020-05-28,14:00:00,カフェ,2400
2020-05-28,14:00:00,入場料,3600
2020-05-28,16:00:00,入場料,1100
2020-05-28,17:00:00,入場料,100
2020-05-29,10:00:00,イベント,2200
2020-05-29,10:00:00,カフェ,6600
2020-05-29,10:00:00,入場料,6600
2020-05-29,11:00:00,入場料,1200
2020-05-29,13:00:00,入場料,600
2020-05-29,14:00:00,イベント,400
2020-05-29,14:00:00,カフェ,1200
2020-05-29,14:00:00,入場料,600
2020-05-29,15:00:00,イベント,600
2020-05-29,15:00:00,カフェ,1800
2020-05-29,15:00:00,入場料,1800
2020-05-29,17:00:00,イベント,400
2020-05-29,17:00:00,カフェ,1200
2020-05-29,18:00:00,イベント,800
2020-05-29,18:00:00,カフェ,2400
2020-05-29,18:00:00,入場料,1200
2020-05-30,09:00:00,イベント,1000
2020-05-30,09:00:00,カフェ,3000
2020-05-30,09:00:00,入場料,6000
2020-05-30,09:00:00,物販,1200
2020-05-30,11:00:00,イベント,400
2020-05-30,11:00:00,カフェ,1200
2020-05-30,11:00:00,入場料,4200
2020-05-30,12:00:00,入場料,1200
2020-05-30,13:00:00,イベント,400
2020-05-30,13:00:00,カフェ,1200
2020-05-30,13:00:00,入場料,1200
2020-05-30,14:00:00,入場料,1800
2020-05-30,15:00:00,イベント,800
2020-05-30,15:00:00,カフェ,2400
2020-05-30,15:00:00,入場料,3000
2020-05-30,17:00:00,入場料,1200
2020-05-30,18:00:00,物販,600
2020-05-31,08:00:00,イベント,2200
2020-05-31,08:00:00,カフェ,6600
2020-05-31,08:00:00,入場料,15700
2020-05-31,12:00:00,入場料,700
2020-05-31,13:00:00,イベント,400
2020-05-31,13:00:00,カフェ,1200
2020-05-31,13:00:00,入場料,2400
2020-05-31,14:00:00,イベント,1400
2020-05-31,14:00:00,カフェ,4200
2020-05-31,14:00:00,入場料,4200
2020-05-31,15:00:00,イベント,400
2020-05-31,15:00:00,カフェ,1200
2020-05-31,15:00:00,入場料,1200
2020-06-01,08:00:00,入場料,1200
2020-06-01,11:00:00,入場料,500
2020-06-01,12:00:00,イベント,400
2020-06-01,12:00:00,カフェ,1200
2020-06-01,12:00:00,入場料,3100
2020-06-01,13:00:00,イベント,200
2020-06-01,13:00:00,カフェ,600
2020-06-01,13:00:00,入場料,600
2020-06-01,15:00:00,イベント,200
2020-06-01,15:00:00,カフェ,600
2020-06-01,15:00:00,入場料,1200
2020-06-01,17:00:00,イベント,200
2020-06-01,17:00:00,カフェ,600
2020-06-01,17:00:00,入場料,600
2020-06-02,08:00:00,イベント,600
2020-06-02,08:00:00,カフェ,1800
2020-06-02,08:00:00,入場料,5400
2020-06-02,11:00:00,入場料,600
2020-06-02,12:00:00,入場料,600
2020-06-02,13:00:00,イベント,200
2020-06-02,13:00:00,カフェ,600
2020-06-02,13:00:00,入場料,1800
2020-06-02,15:00:00,入場料,1200
2020-06-02,16:00:00,イベント,400
2020-06-02,16:00:00,カフェ,1200
2020-06-02,16:00:00,入場料,1200
2020-06-02,16:00:00,物販,500
2020-06-03,09:00:00,イベント,1000
2020-06-03,09:00:00,カフェ,4800
2020-06-03,09:00:00,入場料,11000
2020-06-03,09:00:00,物販,600
2020-06-03,10:00:00,イベント,200
2020-06-03,10:00:00,カフェ,600
2020-06-03,10:00:00,入場料,600
2020-06-03,11:00:00,イベント,200
2020-06-03,11:00:00,カフェ,600
2020-06-03,11:00:00,入場料,1800
2020-06-03,12:00:00,イベント,400
2020-06-03,12:00:00,カフェ,1200
2020-06-03,12:00:00,入場料,1800
2020-06-03,13:00:00,入場料,1800
2020-06-03,14:00:00,イベント,200
2020-06-03,14:00:00,カフェ,600
2020-06-03,14:00:00,入場料,1800
2020-06-03,15:00:00,入場料,1200
2020-06-03,16:00:00,入場料,1200
2020-06-04,08:00:00,入場料,2500
2020-06-04,09:00:00,入場料,1800
2020-06-04,10:00:00,イベント,400
2020-06-04,10:00:00,カフェ,1200
2020-06-04,10:00:00,入場料,1200
2020-06-04,11:00:00,入場料,2400
2020-06-04,12:00:00,入場料,0
2020-06-04,14:00:00,イベント,200
2020-06-04,14:00:00,カフェ,600
2020-06-04,14:00:00,入場料,2400
2020-06-04,15:00:00,イベント,800
2020-06-04,15:00:00,カフェ,2400
2020-06-04,15:00:00,入場料,3600
2020-06-04,16:00:00,イベント,400
2020-06-04,16:00:00,カフェ,1200
2020-06-04,16:00:00,入場料,2400
2020-06-04,16:00:00,物販,600
2020-06-04,17:00:00,イベント,1000
2020-06-04,17:00:00,カフェ,3000
2020-06-05,08:00:00,イベント,600
2020-06-05,08:00:00,カフェ,1800
2020-06-05,08:00:00,入場料,6000
2020-06-05,10:00:00,入場料,600
2020-06-05,12:00:00,イベント,400
2020-06-05,12:00:00,カフェ,1200
2020-06-05,12:00:00,入場料,1800
2020-06-05,13:00:00,イベント,800
2020-06-05,13:00:00,カフェ,2400
2020-06-05,13:00:00,入場料,6000
2020-06-05,14:00:00,イベント,400
2020-06-05,14:00:00,カフェ,1200
2020-06-05,14:00:00,入場料,2400
2020-06-05,15:00:00,イベント,200
2020-06-05,15:00:00,カフェ,1200
2020-06-05,16:00:00,イベント,400
2020-06-05,16:00:00,カフェ,1200
2020-06-05,16:00:00,入場料,1200
2020-06-05,17:00:00,入場料,600
2020-06-06,08:00:00,イベント,1200
2020-06-06,08:00:00,カフェ,3600
2020-06-06,08:00:00,入場料,13600
2020-06-06,09:00:00,イベント,3200
2020-06-06,09:00:00,カフェ,9600
2020-06-06,09:00:00,入場料,24600
2020-06-06,09:00:00,物販,1200
2020-06-06,10:00:00,イベント,600
2020-06-06,10:00:00,カフェ,1800
2020-06-06,10:00:00,入場料,3600
2020-06-06,10:00:00,物販,300
2020-06-06,11:00:00,イベント,200
2020-06-06,11:00:00,カフェ,2400
2020-06-06,11:00:00,入場料,1200
2020-06-06,12:00:00,入場料,1200
2020-06-06,13:00:00,入場料,600
2020-06-06,14:00:00,イベント,800
2020-06-06,14:00:00,カフェ,2400
2020-06-06,14:00:00,物販,600
2020-06-06,15:00:00,イベント,400
2020-06-06,15:00:00,カフェ,1200
2020-06-06,15:00:00,入場料,1800
2020-06-06,16:00:00,イベント,600
2020-06-06,16:00:00,カフェ,1800
2020-06-06,16:00:00,入場料,5400
2020-06-06,17:00:00,入場料,2400
2020-06-06,20:00:00,イベント,62500
2020-06-06,21:00:00,物販,600
2020-06-07,09:00:00,イベント,3800
2020-06-07,09:00:00,カフェ,11400
2020-06-07,09:00:00,入場料,17100
2020-06-07,09:00:00,物販,2400
2020-06-07,10:00:00,入場料,8900
2020-06-07,11:00:00,イベント,400
2020-06-07,11:00:00,カフェ,1200
2020-06-07,11:00:00,入場料,1200
2020-06-07,12:00:00,入場料,5400
2020-06-07,13:00:00,入場料,2400
2020-06-07,14:00:00,入場料,5400
2020-06-07,15:00:00,イベント,600
2020-06-07,15:00:00,入場料,7800
2020-06-07,16:00:00,イベント,200
2020-06-07,16:00:00,カフェ,600
2020-06-07,16:00:00,入場料,1800
2020-06-07,17:00:00,入場料,0
2020-06-08,09:00:00,イベント,200
2020-06-08,09:00:00,カフェ,600
2020-06-08,09:00:00,入場料,600
2020-06-08,12:00:00,イベント,400
2020-06-08,12:00:00,カフェ,1200
2020-06-08,12:00:00,入場料,4800
2020-06-08,13:00:00,イベント,600
2020-06-08,13:00:00,カフェ,1800
2020-06-08,13:00:00,入場料,2400
2020-06-08,14:00:00,イベント,400
2020-06-08,14:00:00,カフェ,1200
2020-06-08,14:00:00,入場料,10400
2020-06-08,15:00:00,イベント,400
2020-06-08,15:00:00,カフェ,1200
2020-06-08,15:00:00,入場料,2400
2020-06-09,07:00:00,入場料,1900
2020-06-09,10:00:00,入場料,2400
2020-06-09,11:00:00,イベント,800
2020-06-09,11:00:00,カフェ,2400
2020-06-09,11:00:00,入場料,2400
2020-06-09,12:00:00,イベント,200
2020-06-09,12:00:00,カフェ,600
2020-06-09,12:00:00,入場料,6000
2020-06-09,13:00:00,イベント,600
2020-06-09,13:00:00,カフェ,1800
2020-06-09,13:00:00,入場料,1200
2020-06-09,14:00:00,入場料,1200
2020-06-09,15:00:00,イベント,1000
2020-06-09,15:00:00,カフェ,3000
2020-06-09,15:00:00,入場料,4200
2020-06-09,16:00:00,イベント,600
2020-06-09,16:00:00,カフェ,1800
2020-06-09,16:00:00,入場料,1800
2020-06-10,08:00:00,イベント,800
2020-06-10,08:00:00,カフェ,2400
2020-06-10,08:00:00,入場料,7200
2020-06-10,10:00:00,入場料,1200
2020-06-10,12:00:00,入場料,600
2020-06-11,07:00:00,イベント,600
2020-06-11,07:00:00,カフェ,1800
2020-06-11,07:00:00,入場料,3600
2020-06-11,09:00:00,物販,600
2020-06-11,10:00:00,入場料,1200
2020-06-11,11:00:00,入場料,0
2020-06-11,12:00:00,イベント,200
2020-06-11,12:00:00,カフェ,600
2020-06-11,12:00:00,入場料,600
2020-06-11,13:00:00,イベント,200
2020-06-11,13:00:00,カフェ,600
2020-06-11,13:00:00,入場料,1800
2020-06-11,13:00:00,物販,600
2020-06-11,15:00:00,イベント,400
2020-06-11,15:00:00,カフェ,1200
2020-06-11,15:00:00,入場料,600
2020-06-11,16:00:00,入場料,600
2020-06-12,07:00:00,イベント,200
2020-06-12,07:00:00,カフェ,600
2020-06-12,07:00:00,入場料,1200
2020-06-12,07:00:00,物販,600
2020-06-12,09:00:00,入場料,0
2020-06-12,10:00:00,入場料,1800
2020-06-12,11:00:00,イベント,200
2020-06-12,11:00:00,カフェ,600
2020-06-12,11:00:00,入場料,1200
2020-06-12,13:00:00,物販,2800
2020-06-12,14:00:00,入場料,1200
2020-06-12,16:00:00,入場料,1200
2020-06-13,08:00:00,イベント,62900
2020-06-13,08:00:00,カフェ,1200
2020-06-13,08:00:00,入場料,9000
2020-06-13,16:00:00,イベント,800
2020-06-13,16:00:00,カフェ,2400
2020-06-13,16:00:00,入場料,2400
2020-06-13,20:00:00,物販,600
2020-06-13,21:00:00,物販,600
2020-06-14,09:00:00,イベント,200
2020-06-14,09:00:00,カフェ,600
2020-06-14,09:00:00,入場料,1800
2020-06-14,10:00:00,イベント,1400
2020-06-14,10:00:00,カフェ,4200
2020-06-14,10:00:00,入場料,9100
2020-06-14,11:00:00,入場料,2400
2020-06-14,12:00:00,イベント,400
2020-06-14,12:00:00,カフェ,1200
2020-06-14,12:00:00,入場料,3000
2020-06-14,13:00:00,入場料,1800
2020-06-14,14:00:00,イベント,1800
2020-06-14,14:00:00,カフェ,4800
2020-06-14,14:00:00,入場料,6000
2020-06-14,14:00:00,物販,1200
2020-06-14,15:00:00,イベント,600
2020-06-14,15:00:00,カフェ,1800
2020-06-14,15:00:00,入場料,2400
2020-06-14,16:00:00,入場料,600
2020-06-14,17:00:00,入場料,1200
2020-06-15,08:00:00,イベント,400
2020-06-15,08:00:00,カフェ,1200
2020-06-15,08:00:00,入場料,5500
2020-06-15,10:00:00,入場料,1200
2020-06-15,11:00:00,イベント,600
2020-06-15,11:00:00,カフェ,1800
2020-06-15,11:00:00,入場料,1800
2020-06-15,11:00:00,物販,600
2020-06-15,12:00:00,入場料,1200
2020-06-15,12:00:00,物販,600
2020-06-15,13:00:00,入場料,1800
2020-06-15,15:00:00,イベント,1200
2020-06-15,15:00:00,カフェ,3600
2020-06-15,15:00:00,入場料,1300
2020-06-15,16:00:00,入場料,600
2020-06-15,17:00:00,入場料,600
2020-06-16,09:00:00,入場料,600
2020-06-16,09:00:00,物販,1200
2020-06-16,10:00:00,入場料,0
2020-06-16,10:00:00,物販,300
2020-06-16,11:00:00,入場料,0
2020-06-16,12:00:00,入場料,3000
2020-06-16,13:00:00,入場料,1800
2020-06-16,14:00:00,イベント,200
2020-06-16,14:00:00,カフェ,600
2020-06-16,14:00:00,入場料,600
2020-06-16,14:00:00,物販,600
2020-06-16,15:00:00,イベント,800
2020-06-16,15:00:00,カフェ,2400
2020-06-16,15:00:00,入場料,2400
2020-06-16,16:00:00,物販,600
2020-06-16,17:00:00,イベント,600
2020-06-16,17:00:00,カフェ,1800
2020-06-16,17:00:00,入場料,14000
2020-06-16,17:00:00,撮影料,30000
2020-06-16,17:00:00,物販,600
2020-06-17,07:00:00,イベント,800
2020-06-17,07:00:00,カフェ,2400
2020-06-17,07:00:00,入場料,5500
2020-06-17,07:00:00,物販,1200
2020-06-17,10:00:00,入場料,11300
2020-06-17,11:00:00,入場料,3000
2020-06-17,12:00:00,イベント,400
2020-06-17,12:00:00,カフェ,1200
2020-06-17,12:00:00,入場料,2400
2020-06-17,12:00:00,物販,600
2020-06-17,14:00:00,イベント,600
2020-06-17,14:00:00,カフェ,1800
2020-06-17,14:00:00,入場料,1800
2020-06-17,15:00:00,イベント,200
2020-06-17,15:00:00,カフェ,600
2020-06-17,15:00:00,入場料,600
2020-06-17,15:00:00,物販,600
2020-06-17,16:00:00,イベント,200
2020-06-17,16:00:00,カフェ,600
2020-06-17,16:00:00,入場料,600
2020-06-18,07:00:00,イベント,200
2020-06-18,07:00:00,カフェ,600
2020-06-18,07:00:00,入場料,7800
2020-06-18,09:00:00,入場料,7800
2020-06-18,10:00:00,イベント,400
2020-06-18,10:00:00,カフェ,1200
2020-06-18,10:00:00,入場料,1200
2020-06-18,11:00:00,入場料,0
2020-06-18,13:00:00,入場料,5600
2020-06-18,14:00:00,物販,4820
2020-06-18,17:00:00,イベント,200
2020-06-18,17:00:00,カフェ,600
2020-06-18,17:00:00,入場料,3000
2020-06-19,07:00:00,イベント,600
2020-06-19,07:00:00,カフェ,1800
2020-06-19,07:00:00,入場料,6600
2020-06-19,09:00:00,入場料,600
2020-06-19,11:00:00,イベント,400
2020-06-19,11:00:00,カフェ,1200
2020-06-19,11:00:00,入場料,1200
2020-06-19,13:00:00,イベント,600
2020-06-19,13:00:00,カフェ,1800
2020-06-19,13:00:00,入場料,1800
2020-06-19,13:00:00,物販,600
2020-06-19,14:00:00,入場料,600
2020-06-19,16:00:00,入場料,1200
2020-06-19,16:00:00,物販,2200
2020-06-19,17:00:00,イベント,400
2020-06-19,17:00:00,カフェ,1200
2020-06-19,17:00:00,入場料,2400
2020-06-19,17:00:00,物販,500
2020-06-20,08:00:00,イベント,2800
2020-06-20,08:00:00,カフェ,9600
2020-06-20,08:00:00,入場料,21100
2020-06-20,08:00:00,物販,600
2020-06-20,09:00:00,カフェ,2000
2020-06-20,09:00:00,入場料,7200
2020-06-20,10:00:00,カフェ,0
2020-06-20,10:00:00,入場料,4800
2020-06-20,10:00:00,物販,650
2020-06-20,11:00:00,イベント,400
2020-06-20,11:00:00,カフェ,1600
2020-06-20,11:00:00,入場料,1200
2020-06-20,12:00:00,イベント,400
2020-06-20,12:00:00,カフェ,1600
2020-06-20,12:00:00,入場料,8600
2020-06-20,13:00:00,入場料,1800
2020-06-20,14:00:00,イベント,200
2020-06-20,14:00:00,カフェ,3800
2020-06-20,14:00:00,入場料,5600
2020-06-20,15:00:00,カフェ,4000
2020-06-20,15:00:00,入場料,6000
2020-06-20,15:00:00,物販,400
2020-06-20,16:00:00,カフェ,0
2020-06-20,16:00:00,入場料,1700
2020-06-20,17:00:00,イベント,200
2020-06-20,17:00:00,カフェ,800
2020-06-20,17:00:00,入場料,600
2020-06-20,17:00:00,物販,500
2020-06-20,18:00:00,入場料,600
2020-06-21,09:00:00,イベント,400
2020-06-21,09:00:00,カフェ,1600
2020-06-21,09:00:00,ガイド,11000
2020-06-21,09:00:00,入場料,12600
2020-06-21,09:00:00,撮影料,30000
2020-06-21,09:00:00,物販,600
2020-06-21,10:00:00,イベント,1000
2020-06-21,10:00:00,カフェ,4000
2020-06-21,10:00:00,入場料,4800
2020-06-21,10:00:00,物販,600
2020-06-21,11:00:00,カフェ,0
2020-06-21,11:00:00,入場料,4800
2020-06-21,12:00:00,イベント,1400
2020-06-21,12:00:00,カフェ,5600
2020-06-21,12:00:00,入場料,4200
2020-06-21,13:00:00,カフェ,0
2020-06-21,13:00:00,入場料,2400
2020-06-21,14:00:00,イベント,600
2020-06-21,14:00:00,カフェ,2400
2020-06-21,14:00:00,入場料,1800
2020-06-21,15:00:00,カフェ,3000
2020-06-21,15:00:00,入場料,9000
2020-06-21,15:00:00,物販,1200
2020-06-21,16:00:00,イベント,400
2020-06-21,16:00:00,カフェ,1600
2020-06-21,16:00:00,入場料,2400
2020-06-21,17:00:00,イベント,1800
2020-06-21,17:00:00,カフェ,7200
2020-06-21,17:00:00,入場料,15800
2020-06-22,09:00:00,イベント,800
2020-06-22,09:00:00,カフェ,2800
2020-06-22,09:00:00,入場料,7800
2020-06-22,09:00:00,物販,1200
2020-06-22,10:00:00,イベント,600
2020-06-22,10:00:00,カフェ,2400
2020-06-22,10:00:00,入場料,3000
2020-06-22,11:00:00,イベント,400
2020-06-22,11:00:00,カフェ,1600
2020-06-22,11:00:00,入場料,1200
2020-06-22,12:00:00,入場料,600
2020-06-22,13:00:00,イベント,800
2020-06-22,13:00:00,カフェ,4400
2020-06-22,13:00:00,入場料,1200
2020-06-22,15:00:00,入場料,3600
2020-06-22,16:00:00,入場料,600
2020-06-23,07:00:00,イベント,2000
2020-06-23,07:00:00,カフェ,7400
2020-06-23,07:00:00,入場料,7800
2020-06-23,09:00:00,入場料,1800
2020-06-23,10:00:00,イベント,200
2020-06-23,10:00:00,カフェ,5800
2020-06-23,10:00:00,入場料,1200
2020-06-23,11:00:00,カフェ,0
2020-06-23,11:00:00,入場料,6200
2020-06-23,12:00:00,カフェ,0
2020-06-23,13:00:00,イベント,200
2020-06-23,13:00:00,カフェ,800
2020-06-23,13:00:00,入場料,2900
2020-06-23,14:00:00,イベント,1200
2020-06-23,14:00:00,カフェ,5000
2020-06-23,14:00:00,入場料,2400
2020-06-23,15:00:00,イベント,1400
2020-06-23,15:00:00,カフェ,5600
2020-06-23,15:00:00,入場料,6000
2020-06-23,15:00:00,物販,3600
2020-06-23,16:00:00,入場料,600
2020-06-23,17:00:00,入場料,1200
2020-06-24,07:00:00,イベント,1200
2020-06-24,07:00:00,カフェ,4800
2020-06-24,07:00:00,入場料,4900
2020-06-24,09:00:00,入場料,4800
2020-06-24,10:00:00,入場料,2500
2020-06-24,11:00:00,入場料,600
2020-06-24,12:00:00,入場料,1200
2020-06-24,13:00:00,イベント,400
2020-06-24,13:00:00,カフェ,1600
2020-06-24,13:00:00,入場料,2400
2020-06-24,14:00:00,イベント,200
2020-06-24,14:00:00,カフェ,2600
2020-06-24,14:00:00,入場料,2400
2020-06-24,14:00:00,物販,600
2020-06-24,15:00:00,イベント,800
2020-06-24,15:00:00,カフェ,3200
2020-06-24,15:00:00,入場料,6500
2020-06-24,15:00:00,物販,5500
2020-06-24,16:00:00,カフェ,2000
2020-06-24,16:00:00,入場料,1800
2020-06-24,17:00:00,カフェ,0
2020-06-25,07:00:00,イベント,1400
2020-06-25,07:00:00,カフェ,5600
2020-06-25,07:00:00,入場料,10200
2020-06-25,07:00:00,物販,600
2020-06-25,10:00:00,イベント,800
2020-06-25,10:00:00,カフェ,3200
2020-06-25,10:00:00,入場料,1200
2020-06-25,11:00:00,カフェ,0
2020-06-25,11:00:00,入場料,1200
2020-06-25,12:00:00,イベント,400
2020-06-25,12:00:00,カフェ,1600
2020-06-25,12:00:00,入場料,1200
2020-06-25,13:00:00,イベント,400
2020-06-25,13:00:00,カフェ,1600
2020-06-25,13:00:00,入場料,1200
2020-06-25,14:00:00,カフェ,0
2020-06-25,14:00:00,入場料,1200
2020-06-25,15:00:00,カフェ,0
2020-06-25,15:00:00,入場料,3000
2020-06-25,16:00:00,カフェ,0
2020-06-25,16:00:00,入場料,600
2020-06-25,17:00:00,カフェ,6000
2020-06-25,17:00:00,入場料,1200
2020-06-26,07:00:00,イベント,1600
2020-06-26,07:00:00,カフェ,5400
2020-06-26,07:00:00,入場料,7900
2020-06-26,09:00:00,イベント,200
2020-06-26,09:00:00,カフェ,800
2020-06-26,09:00:00,入場料,1800
